dt,dt_iso,timezone,city_name,lat,lon,temp,temp_min,temp_max,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,weather_id,weather_main,weather_description,weather_icon
1554076800,2019-04-01 00:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,-2.24,-4.46,-0.79,1,270,8,,,,,800,Clear,sky is clear,01n
1554080400,2019-04-01 01:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,-2.87,-5.57,-0.5,1,350,,,,,,800,Clear,sky is clear,01n
1554084000,2019-04-01 02:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,-3.89,-6.12,-2.18,1,280,,,,,,800,Clear,sky is clear,01n
1554087600,2019-04-01 03:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,-3.18,-6.34,-0.52,3,300,,,,,,800,Clear,sky is clear,01n
1554091200,2019-04-01 04:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,-4.63,-6.74,-2.31,2,40,,,,,,800,Clear,sky is clear,01n
1554094800,2019-04-01 05:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,-4.23,-7.23,-2.31,2,300,,,,,,802,Clouds,scattered clouds,03d
1554098400,2019-04-01 06:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,-3.22,-5.74,-1.75,1,320,2,,,,,801,Clouds,few clouds,02d
1554102000,2019-04-01 07:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,0.16,-2.79,0.99,1,210,,,,,,802,Clouds,scattered clouds,03d
1554105600,2019-04-01 08:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.22,-0.01,4.06,4,230,,,,,,800,Clear,sky is clear,01d
1554109200,2019-04-01 09:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.14,2.21,5.41,5,220,,,,,,800,Clear,sky is clear,01d
1554112800,2019-04-01 10:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.03,3.88,6.45,6,190,,,,,,801,Clouds,few clouds,02d
1554116400,2019-04-01 11:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.46,5.21,8.16,5,190,,,,,,801,Clouds,few clouds,02d
1554120000,2019-04-01 12:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.17,5.9,8.41,5,190,8,,,,,801,Clouds,few clouds,02d
1554123600,2019-04-01 13:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.38,6.21,8.72,6,170,,,,,,801,Clouds,few clouds,02d
1554127200,2019-04-01 14:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.2,6.21,8.8,6,170,,,,,,801,Clouds,few clouds,02d
1554130800,2019-04-01 15:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.82,5.5,8.8,6,180,,,,,,802,Clouds,scattered clouds,03d
1554134400,2019-04-01 16:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.98,4.78,7.39,6,180,,,,,,801,Clouds,few clouds,02d
1554138000,2019-04-01 17:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.6,3.83,5.94,6,190,,,,,,803,Clouds,broken clouds,04d
1554141600,2019-04-01 18:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.55,2.88,4.61,6,190,11,,,,,804,Clouds,overcast clouds,04n
1554145200,2019-04-01 19:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.09,1.76,4.27,7,190,,,,,,804,Clouds,overcast clouds,04n
1554148800,2019-04-01 20:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.23,0.06,3.01,3,200,,,,,,803,Clouds,broken clouds,04n
1554152400,2019-04-01 21:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.79,-0.06,3.4,7,200,,,,,,801,Clouds,few clouds,02n
1554156000,2019-04-01 22:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.22,-1.17,2.85,4,170,,,,,,800,Clear,sky is clear,01n
1554159600,2019-04-01 23:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,0.92,-1.29,2.85,4.1,183,7.6,,,,,801,Clouds,few clouds,02n
1554163200,2019-04-02 00:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,0.59,-2.04,2.27,6,200,10,,,,,802,Clouds,scattered clouds,03n
1554166800,2019-04-02 01:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.2,-1.68,2.85,4,190,,,,,,803,Clouds,broken clouds,04n
1554170400,2019-04-02 02:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.04,-1.14,2.27,4,180,,,,,,804,Clouds,overcast clouds,04n
1554174000,2019-04-02 03:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.17,-1.02,2.17,3,160,,,,,,804,Clouds,overcast clouds,04n
1554177600,2019-04-02 04:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,0.98,-1.02,2.67,4.6,154,6.2,,,,,804,Clouds,overcast clouds,04n
1554181200,2019-04-02 05:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.01,-0.44,2.47,4,160,,,,,,804,Clouds,overcast clouds,04d
1554184800,2019-04-02 06:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.51,0.06,2.85,5,170,8,,,,,803,Clouds,broken clouds,04d
1554188400,2019-04-02 07:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.24,1.2,3.67,3.6,171,6.6,,,,,804,Clouds,overcast clouds,04d
1554192000,2019-04-02 08:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.88,1.88,4.61,4,170,,,,,,804,Clouds,overcast clouds,04d
1554195600,2019-04-02 09:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.41,3.2,5.79,4,160,,,,,,803,Clouds,broken clouds,04d
1554199200,2019-04-02 10:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.02,3.58,6.83,5,170,,,,,,804,Clouds,overcast clouds,04d
1554202800,2019-04-02 11:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.79,4.36,8.98,4,130,,,,,,803,Clouds,broken clouds,04d
1554206400,2019-04-02 12:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.91,6.16,10.09,5,150,8,,,,,802,Clouds,scattered clouds,03d
1554210000,2019-04-02 13:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.55,7.46,9.63,4.9,200,8.1,,,,,801,Clouds,few clouds,02d
1554213600,2019-04-02 14:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.33,8.01,11.21,6,220,,,,,,801,Clouds,few clouds,02d
1554217200,2019-04-02 15:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.09,7.72,10.36,5,150,,,,,,801,Clouds,few clouds,02d
1554220800,2019-04-02 16:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.74,7.61,9.36,3,220,,,,,,800,Clear,sky is clear,01d
1554224400,2019-04-02 17:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.29,5.5,8.93,3,160,,,,,,801,Clouds,few clouds,02d
1554228000,2019-04-02 18:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5,1.81,8.21,4,100,9,,,,,803,Clouds,broken clouds,04d
1554231600,2019-04-02 19:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.26,-0.01,6.21,6,110,,,,,,803,Clouds,broken clouds,04n
1554235200,2019-04-02 20:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3,-0.89,5.48,6,90,,,,,,804,Clouds,overcast clouds,04n
1554238800,2019-04-02 21:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.72,-1.39,5.48,7,100,,,,,,804,Clouds,overcast clouds,04n
1554242400,2019-04-02 22:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.83,-1.74,4.98,5.1,108,10.5,,,,,804,Clouds,overcast clouds,04n
1554246000,2019-04-02 23:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.78,-1.94,4.89,5,120,,,,,,804,Clouds,overcast clouds,04n
1554249600,2019-04-03 00:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.15,-2.24,3.99,5,100,11,,,,,804,Clouds,overcast clouds,04n
1554253200,2019-04-03 01:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.09,-2.54,3.59,5,82,7.1,,,,,803,Clouds,broken clouds,04n
1554256800,2019-04-03 02:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.46,-2.79,3.96,5,80,,,,,,804,Clouds,overcast clouds,04n
1554260400,2019-04-03 03:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.24,-2.79,3.4,6,20,,,,,,804,Clouds,overcast clouds,04n
1554264000,2019-04-03 04:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.4,-1.68,3.4,5.9,65,8.3,,,,,804,Clouds,overcast clouds,04n
1554267600,2019-04-03 05:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.72,-1.68,3.4,7,60,,,,0.2,,600,Snow,light snow,13d
1554271200,2019-04-03 06:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.24,-0.01,3.4,5,60,10,,,,,804,Clouds,overcast clouds,04d
1554274800,2019-04-03 07:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.99,0.71,3.96,5,70,,,,,,804,Clouds,overcast clouds,04d
1554278400,2019-04-03 08:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.23,1.97,4.27,6,60,,,,,,804,Clouds,overcast clouds,04d
1554282000,2019-04-03 09:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.02,2.5,5.07,3,40,,,,,,801,Clouds,few clouds,02d
1554285600,2019-04-03 10:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.72,3.25,5.62,4,30,,,,,,804,Clouds,overcast clouds,04d
1554289200,2019-04-03 11:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.43,3.61,6.61,5,40,,0.5,,,,500,Rain,light rain,10d
1554292800,2019-04-03 12:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.43,3.41,6.49,4,40,9,1.11,,,,501,Rain,moderate rain,10d
1554296400,2019-04-03 13:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.52,2.71,5.94,6,40,,,,0.4,,600,Snow,light snow,13d
1554300000,2019-04-03 14:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.5,2.77,5.94,4,30,,0.1,,,,804,Clouds,overcast clouds,04d
1554303600,2019-04-03 15:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.65,2.77,6.18,4,40,,,,,,804,Clouds,overcast clouds,04d
1554307200,2019-04-03 16:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.74,2.77,6.18,5,40,,,,,,804,Clouds,overcast clouds,04d
1554310800,2019-04-03 17:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.99,2.77,6.18,5,50,,,,,,804,Clouds,overcast clouds,04d
1554314400,2019-04-03 18:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.45,2.21,5.79,5,50,8,,,,,803,Clouds,broken clouds,04d
1554318000,2019-04-03 19:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.44,2.21,5.89,4,50,,,,,,804,Clouds,overcast clouds,04n
1554321600,2019-04-03 20:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.19,2.21,5.48,5,40,,,,,,804,Clouds,overcast clouds,04n
1554325200,2019-04-03 21:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.14,2.21,5.48,5,40,,,,,,804,Clouds,overcast clouds,04n
1554328800,2019-04-03 22:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.66,2.21,4.74,1,80,,,,,,803,Clouds,broken clouds,04n
1554332400,2019-04-03 23:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.38,2.13,4.27,1,230,,,,,,804,Clouds,overcast clouds,04n
1554336000,2019-04-04 00:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.32,1.96,4.74,2,340,3,,,,,802,Clouds,scattered clouds,03n
1554339600,2019-04-04 01:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.32,1.1,5.38,5,50,,,,,,801,Clouds,few clouds,02n
1554343200,2019-04-04 02:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.7,-0.31,4.88,6,40,,,,,,802,Clouds,scattered clouds,03n
1554346800,2019-04-04 03:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.68,-0.69,4.68,7,50,,,,,,802,Clouds,scattered clouds,03n
1554350400,2019-04-04 04:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.44,-1.76,3.08,1.1,83,,,,,,802,Clouds,scattered clouds,03n
1554354000,2019-04-04 05:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.36,-1.76,4.89,3,30,,,,,,801,Clouds,few clouds,02d
1554357600,2019-04-04 06:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.33,-1.2,4.51,0.45,0,0.89,,,,,800,Clear,sky is clear,01d
1554361200,2019-04-04 07:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.05,1.02,7.19,4,20,,,,,,800,Clear,sky is clear,01d
1554364800,2019-04-04 08:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.44,3.32,9.32,6,50,,,,,,800,Clear,sky is clear,01d
1554368400,2019-04-04 09:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.01,5.54,9.99,5,70,,,,,,800,Clear,sky is clear,01d
1554372000,2019-04-04 10:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,10.04,6.66,10.94,4,70,,,,,,800,Clear,sky is clear,01d
1554375600,2019-04-04 11:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,11.09,8.75,12.61,4,20,,,,,,801,Clouds,few clouds,02d
1554379200,2019-04-04 12:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,12.14,9.3,14.39,4,30,7,,,,,802,Clouds,scattered clouds,03d
1554382800,2019-04-04 13:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,12.86,9.86,14.83,3.8,58,6.2,,,,,800,Clear,sky is clear,01d
1554386400,2019-04-04 14:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,13.96,11.53,15.38,4,30,,,,,,800,Clear,sky is clear,01d
1554390000,2019-04-04 15:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,13.84,11.66,15.09,6,70,,,,,,802,Clouds,scattered clouds,03d
1554393600,2019-04-04 16:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,13.45,11.11,14.43,6,50,,,,,,801,Clouds,few clouds,02d
1554397200,2019-04-04 17:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,12.47,8.41,14.27,6,50,,,,,,802,Clouds,scattered clouds,03d
1554400800,2019-04-04 18:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,10.05,6.41,12.05,6,70,9,,,,,801,Clouds,few clouds,02d
1554404400,2019-04-04 19:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.41,4.39,11.08,6,70,,,,,,800,Clear,sky is clear,01n
1554408000,2019-04-04 20:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.24,1.49,8.92,3,30,,,,,,800,Clear,sky is clear,01n
1554411600,2019-04-04 21:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.03,0.69,9.18,6,100,,,,,,801,Clouds,few clouds,02n
1554415200,2019-04-04 22:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.64,-0.01,7.49,3,20,,,,,,800,Clear,sky is clear,01n
1554418800,2019-04-04 23:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.93,-0.01,6.79,4,30,,,,,,800,Clear,sky is clear,01n
1554422400,2019-04-05 00:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.12,-0.81,7.68,7,80,11,,,,,800,Clear,sky is clear,01n
1554426000,2019-04-05 01:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.26,-1.41,7.79,9,60,,,,,,800,Clear,sky is clear,01n
1554429600,2019-04-05 02:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.84,-1.2,6.89,9,60,,,,,,800,Clear,sky is clear,01n
1554433200,2019-04-05 03:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.75,1.1,6.09,9,60,,,,,,800,Clear,sky is clear,01n
1554436800,2019-04-05 04:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.63,1.1,5.89,8.8,55,13.5,,,,,800,Clear,sky is clear,01n
1554440400,2019-04-05 05:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.52,1.66,5.69,8,60,,,,,,800,Clear,sky is clear,01d
1554444000,2019-04-05 06:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.5,2.77,5.39,9,60,15,,,,,801,Clouds,few clouds,02d
1554447600,2019-04-05 07:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.25,2.91,6.61,8,60,,,,,,800,Clear,sky is clear,01d
1554451200,2019-04-05 08:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.28,5.01,7.22,7,50,,,,,,801,Clouds,few clouds,02d
1554454800,2019-04-05 09:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.14,5.97,8.72,7,50,,,,,,802,Clouds,scattered clouds,03d
1554458400,2019-04-05 10:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.99,6.53,9.54,7,40,,,,,,800,Clear,sky is clear,01d
1554462000,2019-04-05 11:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.56,6.1,10.65,7,20,,,,,,800,Clear,sky is clear,01d
1554465600,2019-04-05 12:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.63,6.1,11.21,7,20,10,,,,,800,Clear,sky is clear,01d
1554469200,2019-04-05 13:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.82,6.1,12.05,6,30,,,,,,800,Clear,sky is clear,01d
1554472800,2019-04-05 14:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.53,5.54,12.05,6,30,,,,,,800,Clear,sky is clear,01d
1554476400,2019-04-05 15:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.9,4.99,11.5,7,30,,,,,,801,Clouds,few clouds,02d
1554480000,2019-04-05 16:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.94,4.43,9.36,7,30,,,,,,800,Clear,sky is clear,01d
1554483600,2019-04-05 17:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.88,4.43,8.16,6,30,,,,,,801,Clouds,few clouds,02d
1554487200,2019-04-05 18:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.87,3.66,6.61,5,30,11,,,,,801,Clouds,few clouds,02d
1554490800,2019-04-05 19:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.39,3.32,5.94,5,60,,,,,,801,Clouds,few clouds,02n
1554494400,2019-04-05 20:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.96,2.77,5.31,5,20,,,,,,800,Clear,sky is clear,01n
1554498000,2019-04-05 21:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.62,2.77,4.86,4,30,,,,0.5,,600,Snow,light snow,13n
1554501600,2019-04-05 22:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.98,1.66,4.81,4,30,,0.11,,,,500,Rain,light rain,10n
1554505200,2019-04-05 23:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.7,1.66,4.01,4,20,,0.28,,,,500,Rain,light rain,10n
1554508800,2019-04-06 00:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.59,1.02,3.75,4,20,7,0.38,,,,500,Rain,light rain,10n
1554512400,2019-04-06 01:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.4,1.21,3.31,4,30,,0.35,,,,500,Rain,light rain,10n
1554516000,2019-04-06 02:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.13,1.1,3.19,3,30,,0.27,,,,500,Rain,light rain,10n
1554519600,2019-04-06 03:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.7,0.47,2.61,3,30,,,,0.23,,600,Snow,light snow,13n
1554523200,2019-04-06 04:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.35,-0.19,2.05,3,40,,,,,,804,Clouds,overcast clouds,04n
1554526800,2019-04-06 05:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.37,-0.49,2.85,2,40,,,,,,804,Clouds,overcast clouds,04d
1554530400,2019-04-06 06:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.67,-0.29,2.61,3,30,6,,,0.65,,601,Snow,snow,13d
1554534000,2019-04-06 07:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.01,0.91,4.61,2,40,,,,,,803,Clouds,broken clouds,04d
1554537600,2019-04-06 08:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.03,2.08,6.28,2,20,,,,,,804,Clouds,overcast clouds,04d
1554541200,2019-04-06 09:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.25,3.19,6.89,1,50,,,,,,804,Clouds,overcast clouds,04d
1554544800,2019-04-06 10:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.27,3.88,7.79,2,50,,,,,,804,Clouds,overcast clouds,04d
1554548400,2019-04-06 11:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.71,4.21,9.89,2,160,,,,,,804,Clouds,overcast clouds,04d
1554552000,2019-04-06 12:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.82,6.1,10.72,2,240,5,,,,,801,Clouds,few clouds,02d
1554555600,2019-04-06 13:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,10.37,7.77,12.49,2,220,,,,,,803,Clouds,broken clouds,04d
1554559200,2019-04-06 14:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,11.16,9.43,13.16,2,210,,,,,,802,Clouds,scattered clouds,03d
1554562800,2019-04-06 15:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,11.3,8.83,13.8,3,130,,,,,,802,Clouds,scattered clouds,03d
1554566400,2019-04-06 16:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,11.5,8.75,13.98,2,160,,,,,,802,Clouds,scattered clouds,03d
1554570000,2019-04-06 17:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.97,7.21,11.99,2.6,152,,,,,,801,Clouds,few clouds,02d
1554573600,2019-04-06 18:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.58,4.41,9.61,3,150,4,,,,,801,Clouds,few clouds,02d
1554577200,2019-04-06 19:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.12,2.41,8.48,5,20,,,,,,802,Clouds,scattered clouds,03n
1554580800,2019-04-06 20:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5,2.49,6.79,6,20,,,,,,802,Clouds,scattered clouds,03n
1554584400,2019-04-06 21:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.35,1.66,6.53,6,20,,,,,,801,Clouds,few clouds,02n
1554588000,2019-04-06 22:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.84,0.66,5.98,6,20,,,,,,802,Clouds,scattered clouds,03n
1554591600,2019-04-06 23:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.94,1.02,5.79,8,50,,,,,,801,Clouds,few clouds,02n
1554595200,2019-04-07 00:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.6,-0.29,5.79,8,50,12,,,,,800,Clear,sky is clear,01n
1554598800,2019-04-07 01:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.1,-1.2,5.49,8,50,,,,,,800,Clear,sky is clear,01n
1554602400,2019-04-07 02:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.86,-1.76,4.99,7,30,,,,,,800,Clear,sky is clear,01n
1554606000,2019-04-07 03:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.51,-1.76,4.49,7,30,,,,,,800,Clear,sky is clear,01n
1554609600,2019-04-07 04:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2,-2.31,3.63,8.1,27,12.3,,,,,800,Clear,sky is clear,01n
1554613200,2019-04-07 05:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.39,-1.59,4.51,9,30,,,,,,800,Clear,sky is clear,01d
1554616800,2019-04-07 06:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.72,-0.41,4.89,8,30,15,,,,,800,Clear,sky is clear,01d
1554620400,2019-04-07 07:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,5.55,2.13,7.39,7,20,,,,,,800,Clear,sky is clear,01d
1554624000,2019-04-07 08:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,7.08,4.35,8.83,6,360,,,,,,800,Clear,sky is clear,01d
1554627600,2019-04-07 09:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.36,7.21,8.99,6,350,,,,,,800,Clear,sky is clear,01d
1554631200,2019-04-07 10:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.04,7.69,10.12,7,30,,,,,,800,Clear,sky is clear,01d
1554634800,2019-04-07 11:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.34,7.78,11.5,7,360,,,,,,803,Clouds,broken clouds,04d
1554638400,2019-04-07 12:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.59,7.64,11.28,6,360,11,,,,,802,Clouds,scattered clouds,03d
1554642000,2019-04-07 13:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,10.09,7.77,11.52,6,360,,,,,,804,Clouds,overcast clouds,04d
1554645600,2019-04-07 14:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.28,7.76,11.02,6,20,,,,,,804,Clouds,overcast clouds,04d
1554649200,2019-04-07 15:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,9.36,7.77,10.72,6,360,,,,,,804,Clouds,overcast clouds,04d
1554652800,2019-04-07 16:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.84,8.08,9.71,6,10,,,,,,802,Clouds,scattered clouds,03d
1554656400,2019-04-07 17:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,8.2,6.9,9.27,5,360,,,,,,800,Clear,sky is clear,01d
1554660000,2019-04-07 18:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,6.46,5.49,7.32,5,10,11,,,,,801,Clouds,few clouds,02d
1554663600,2019-04-07 19:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,4.99,3.78,6.53,6,20,,,,,,800,Clear,sky is clear,01n
1554667200,2019-04-07 20:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.86,2.56,5.38,5,10,,,,,,800,Clear,sky is clear,01n
1554670800,2019-04-07 21:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,3.07,2.09,4.86,6,10,,,,,,800,Clear,sky is clear,01n
1554674400,2019-04-07 22:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.48,1.59,3.75,6,10,,,,,,800,Clear,sky is clear,01n
1554678000,2019-04-07 23:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.21,1.26,3.61,9,20,,,,,,800,Clear,sky is clear,01n
1554681600,2019-04-08 00:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,2.11,0.69,3.41,8,10,14,,,,,800,Clear,sky is clear,01n
1554685200,2019-04-08 01:00:00 +0000 UTC,7200,Oslo,59.913869,10.752245,1.96,0.29,3.4,7,360,,,,,,800,Clear,sky is clear,01n
